2.36962	-7.5822	-8.74292	-4.80365	5.06147	-4.72475	-4.69793	8.0897	8.37083	-4.64877	
2.36119	-6.88166	-7.82689	-4.82856	5.23875	-3.9341	-4.13796	8.07116	8.41749	-3.39758	
2.07866	-6.65511	-7.60954	-4.80668	5.26612	-3.63524	-4.00847	8.04607	8.48366	-2.71977	
2.20176	-6.43246	-7.36317	-4.77146	5.20801	-3.54203	-3.93131	8.01151	8.55313	-2.29446	
2.06164	-6.50825	-7.34723	-4.78546	5.25981	-3.35388	-3.57791	7.97656	8.61638	-2.02717	
2.39556	-7.3306	-8.33275	-4.74004	5.17922	-3.2336	-3.5775	7.99083	8.69719	-1.76529	
2.17488	-7.35315	-8.52959	-4.73289	4.84652	-3.16872	-3.65205	7.99463	8.74199	-1.59967	
2.23816	-7.10123	-8.50761	-4.88031	4.49792	-3.2191	-3.95182	8.0043	8.80022	-1.40302	
2.13979	-7.02627	-8.43416	-4.73659	4.98116	-3.23086	-4.02355	8.0138	8.90916	-1.25872	
2.17989	-7.23028	-8.72085	-4.87099	4.73934	-3.2496	-4.09681	8.02085	8.99124	-1.10715	
2.27255	-7.0342	-8.40266	-4.9321	5.22018	-3.20313	-4.0245	8.02891	9.09775	-1.0048	
2.29314	-7.08414	-8.51265	-4.91673	4.83295	-3.23459	-3.99214	8.02177	9.20305	-0.905118	
2.23452	-6.91315	-8.43941	-4.87004	5.24753	-3.13513	-4.11897	8.0074	9.25992	-0.817677	
2.04024	-6.91749	-8.47136	-4.8659	5.34334	-3.16449	-4.14073	7.99314	9.34617	-0.728941	
2.13856	-7.01724	-8.53931	-4.88084	5.5108	-3.13324	-4.10563	7.97673	9.42358	-0.654554	
2.0786	-7.04897	-8.57492	-4.93462	5.58641	-3.12795	-4.12439	7.95115	9.49971	-0.583876	
1.91549	-6.75603	-8.31715	-4.92809	5.45041	-3.17852	-4.22261	7.92019	9.57248	-0.516681	
1.88598	-6.75962	-8.32916	-4.8517	5.52569	-3.19623	-4.21379	7.89089	9.66854	-0.452554	
2.08563	-6.73129	-8.21615	-4.82045	5.5757	-3.1671	-4.09152	7.87657	9.75356	-0.400778	
2.55218	-6.74106	-8.17747	-4.90688	5.25471	-3.16912	-3.94774	7.84624	9.83919	-0.347426	
2.35794	-6.9252	-8.43728	-5.08232	4.93383	-3.18624	-3.99696	7.81826	9.89395	-0.294025	
1.92177	-7.02955	-8.73475	-5.03575	4.77079	-3.20771	-4.19994	7.81101	9.94332	-0.237478	
1.86642	-7.30116	-8.97464	-5.18055	4.82523	-3.25515	-4.26268	7.80944	9.97308	-0.18585	
1.9419	-7.5845	-9.20374	-5.25056	4.57779	-3.44422	-4.37479	7.81555	9.98629	-0.135579	
