3.0438	-4.77187	-4.994	-0.448392	4.85447	-4.83051	-1.18896	7.97134	8.58192	-4.71072	
2.68962	-4.93349	-3.88029	-0.402473	4.80171	-4.22498	-0.466344	7.9179	8.70762	-3.44498	
2.26837	-5.6287	-3.68597	-0.534493	4.79582	-3.98652	-0.37587	7.86944	8.81966	-2.82336	
2.24086	-6.04531	-3.53601	-0.652989	4.78837	-3.91925	-0.567555	7.81891	8.91915	-2.3818	
2.31537	-6.46996	-3.62098	-0.66135	4.67421	-4.24054	-0.664037	7.75342	9.00641	-2.11613	
2.31032	-6.70378	-3.71822	-0.800479	4.75344	-4.24759	-0.724396	7.6948	9.08124	-1.93858	
2.31931	-6.65516	-3.77802	-0.912536	4.98647	-4.13714	-0.745751	7.62038	9.15113	-1.79059	
2.07998	-6.49907	-3.614	-0.853526	5.17283	-4.08858	-0.682344	7.54797	9.21	-1.6754	
2.32653	-6.50656	-3.66848	-1.03914	4.86019	-4.08688	-0.643106	7.50188	9.26505	-1.56628	
2.17535	-6.05257	-3.53794	-1.04571	4.79647	-3.8946	-0.699263	7.42015	9.31324	-1.47912	
1.92626	-5.89427	-3.46261	-0.954364	4.87404	-3.81628	-0.681434	7.34237	9.35874	-1.42128	
1.82248	-5.69159	-3.38722	-0.95579	4.85724	-3.69521	-0.69081	7.27223	9.40901	-1.36067	
1.90693	-5.37183	-3.15856	-0.819725	4.9357	-3.60629	-0.705395	7.23884	9.44517	-1.31881	
1.96538	-5.23183	-3.12473	-0.960401	5.00877	-3.58283	-0.70989	7.21214	9.47827	-1.27079	
1.84006	-5.18743	-3.07529	-0.947684	5.0442	-3.60518	-0.740187	7.11768	9.51249	-1.2327	
1.69856	-5.25679	-3.18726	-1.10101	4.99685	-3.61952	-0.759378	7.0266	9.54559	-1.1887	
1.64628	-5.15661	-3.02138	-0.909809	5.05852	-3.51369	-0.800332	6.93607	9.57992	-1.14844	
1.88567	-4.99638	-2.94544	-0.86588	5.05536	-3.36116	-0.765554	6.96234	9.61136	-1.10196	
1.87149	-4.91671	-2.92127	-0.833179	4.98171	-3.32536	-0.745498	6.99339	9.64733	-1.05263	
1.64954	-4.7904	-2.84673	-0.850328	5.00144	-3.28018	-0.708218	6.92215	9.68105	-1.00093	
1.65508	-4.79801	-2.84829	-0.807958	5.33681	-3.28482	-0.659573	6.84715	9.70908	-0.97512	
1.56251	-4.76036	-2.76471	-0.699914	5.37054	-3.25482	-0.63893	6.79995	9.73968	-0.956753	
1.48723	-4.68814	-2.66767	-0.606692	5.4157	-3.22607	-0.624649	6.76555	9.77206	-0.934053	
1.49022	-4.58325	-2.47185	-0.417776	5.54702	-3.28224	-0.689787	6.72802	9.79744	-0.932482	
1.91839	-4.45563	-2.25362	-0.240734	5.67729	-3.34599	-0.789333	6.90863	9.80551	-0.950195	
2.0462	-4.34437	-2.10317	-0.117938	5.6942	-3.40814	-0.863575	6.93645	9.81901	-0.964204	
1.93017	-4.22815	-1.93224	-0.0219929	5.14821	-3.56353	-0.951273	6.84913	9.85238	-0.961751	
2.136	-4.07022	-1.82833	0.0192327	5.31778	-3.43211	-0.925197	6.9169	9.88193	-0.954664	
2.19727	-3.88031	-1.98219	-0.206963	5.32694	-3.06933	-0.513744	7.02228	9.91063	-0.91941	
2.23385	-3.86759	-1.90023	-0.181792	5.46302	-3.07789	-0.501707	7.09242	9.93775	-0.91046	
2.32648	-3.69202	-1.81528	-0.209595	5.58698	-2.87704	-0.462912	7.12734	9.96395	-0.888516	
2.08181	-3.65722	-1.76411	-0.173617	5.66276	-2.89425	-0.464016	7.04886	9.9893	-0.881698	
1.98399	-3.60967	-1.68127	-0.116021	5.65222	-2.93421	-0.497974	6.97028	10.0134	-0.884418	
2.21568	-3.55274	-1.59772	-0.0504301	5.76857	-2.97159	-0.546379	7.00755	10.0407	-0.887994	
2.21218	-3.46411	-1.46225	-0.00211491	6.08715	-2.97406	-0.604027	7.03549	10.0599	-0.893284	
2.35087	-3.35682	-1.42386	-0.0828094	6.11041	-2.81191	-0.490351	7.11879	10.0899	-0.858899	
2.44216	-3.24056	-1.4292	-0.282583	5.84121	-2.72919	-0.358882	7.19581	10.1198	-0.760329	
2.28644	-3.07403	-1.2136	-0.302959	5.8109	-2.7773	-0.433315	7.1547	10.1391	-0.731452	
2.4954	-2.94577	-1.11967	-0.338292	5.70571	-2.73324	-0.431615	7.20986	10.1606	-0.713952	
2.62195	-2.86878	-1.01809	-0.3173	5.70285	-2.78586	-0.483301	7.29118	10.1804	-0.708976	
2.66824	-2.80794	-0.936562	-0.282167	5.94837	-2.80999	-0.541348	7.33601	10.1919	-0.715716	
2.68147	-2.73705	-0.83038	-0.23853	5.95391	-2.88836	-0.63229	7.31035	10.2053	-0.722677	
2.70006	-2.66632	-0.780225	-0.239081	5.83013	-2.8658	-0.649993	7.27751	10.2208	-0.721487	
2.79061	-2.56484	-0.74353	-0.294449	5.85728	-2.75826	-0.623007	7.24614	10.2357	-0.686151	
2.88182	-2.46295	-0.657224	-0.31372	5.95763	-2.78157	-0.672639	7.2641	10.249	-0.669363	
2.90414	-2.41544	-0.599906	-0.297458	5.95701	-2.82807	-0.72762	7.28071	10.2629	-0.669148	
2.94117	-2.36941	-0.53645	-0.262885	5.9078	-2.90312	-0.812087	7.3171	10.2772	-0.675058	
3.11226	-2.32395	-0.481174	-0.233639	6.17952	-2.94071	-0.897744	7.31214	10.2876	-0.686407	
3.18317	-2.26024	-0.393733	-0.206316	6.41256	-3.02526	-1.05258	7.31821	10.3002	-0.694668	
3.34808	-2.21528	-0.34129	-0.188065	6.34491	-3.11572	-1.15243	7.38395	10.3176	-0.696604	
