2.7261	-4.72891	-4.76826	0.273485	4.84909	-4.67554	-1.17029	8.03616	8.49452	-4.75847	
2.43951	-4.74452	-3.60078	0.482598	4.70898	-4.0881	-0.558708	8.05264	8.5501	-3.3642	
2.36419	-5.10205	-3.22932	0.511378	4.64262	-3.87277	-0.342326	8.08128	8.61062	-2.65443	
2.28854	-5.43175	-3.01539	0.526184	4.71916	-3.79412	-0.260671	8.10937	8.67186	-2.24647	
2.15461	-5.6162	-2.90205	0.494239	4.79348	-3.73306	-0.20246	8.14413	8.73144	-1.98236	
1.97018	-5.72511	-2.90608	0.446376	4.66411	-3.70171	-0.297173	8.1845	8.78986	-1.79723	
2.09374	-5.7527	-2.86181	0.523941	4.76832	-3.78968	-0.340476	8.21906	8.84511	-1.65858	
2.25675	-5.62184	-2.80421	0.531753	4.53802	-3.71872	-0.3273	8.24801	8.90511	-1.51418	
2.42613	-5.35519	-2.58511	0.580285	4.60979	-3.53227	-0.323608	8.28688	8.96312	-1.38324	
2.23403	-5.17209	-2.45439	0.628276	4.59026	-3.35215	-0.214908	8.33637	9.01673	-1.27394	
2.04429	-4.61675	-2.12197	0.732882	4.97444	-2.80562	-0.13509	8.36053	9.09533	-1.1455	
2.11065	-4.1888	-1.95033	0.790511	4.97847	-2.47453	-0.0271641	8.36424	9.17315	-0.993112	
2.53179	-3.89714	-1.78126	0.849775	4.8453	-2.37469	0.0377367	8.35749	9.24582	-0.862529	
2.81844	-3.66188	-1.65598	0.906322	4.85759	-2.25852	0.0732747	8.36023	9.30646	-0.750353	
2.71396	-3.42614	-1.47768	0.959401	4.71489	-2.24084	0.0723089	8.3581	9.35996	-0.66434	
2.61784	-3.21998	-1.36596	0.95116	4.53106	-2.14897	0.116786	8.33658	9.41329	-0.567365	
2.48967	-3.07572	-1.26239	0.959383	4.78179	-2.12033	0.146877	8.31741	9.47954	-0.483045	
2.52108	-2.92407	-1.15575	0.96197	4.87993	-2.06894	0.181385	8.29379	9.54434	-0.407007	
2.41597	-2.79075	-1.06127	0.950088	4.83769	-2.03373	0.207338	8.27097	9.6065	-0.334182	
2.30583	-2.67298	-0.943935	0.966304	5.26929	-2.01156	0.206445	8.25485	9.6532	-0.299605	
2.58413	-2.555	-0.826365	0.981178	5.42925	-1.9863	0.199756	8.23833	9.69824	-0.272808	
2.57677	-2.44459	-0.699892	1.00727	5.82198	-1.96478	0.157804	8.22338	9.73571	-0.259046	
2.45233	-2.33438	-0.605586	1.00824	5.78792	-1.93956	0.151929	8.21171	9.78319	-0.228693	
2.53409	-2.23765	-0.50928	1.02329	6.02999	-1.91681	0.116922	8.19663	9.8232	-0.214928	
2.74278	-2.18322	-0.429894	1.05897	5.99494	-1.99116	0.0563443	8.21027	9.86683	-0.214052	
2.81064	-2.13077	-0.355827	1.09048	5.90847	-2.06696	-0.00648297	8.21934	9.91918	-0.212013	
2.7053	-2.07158	-0.303071	1.10265	5.7606	-2.08055	-0.0263636	8.23132	9.96941	-0.199286	
2.71715	-2.01642	-0.264479	1.10539	6.0029	-2.01475	-0.0256507	8.24271	10.0087	-0.187081	
2.86305	-1.91273	-0.203451	1.09717	5.67582	-1.96604	-0.0307323	8.26264	10.0624	-0.158317	
2.94825	-1.79762	-0.148497	1.08237	5.69727	-1.86166	-0.0276759	8.28937	10.1054	-0.130087	
3.09331	-1.77858	-0.135059	1.09003	5.75564	-1.87268	-0.0315144	8.29002	10.1397	-0.13042	
3.04546	-1.75617	-0.111	1.10406	5.83512	-1.88745	-0.0600907	8.27832	10.1767	-0.133149	
3.20993	-1.73465	-0.0884634	1.11565	5.94618	-1.90324	-0.0864592	8.26155	10.2118	-0.137772	
